"Name","Address","Zip","Amount"
"THE FRUTERIA                  ","1401 S FLORES ST # 102        ",78204,398443
"PERRY'S STEAKHOUSE & GRILLE   ","15900 LA CANTERA PKWY STE 22  ",78256,2349201
"STETSON BAR INC               ","7350 TEZEL RD #108            ",78250,482161
"TIFFANY                       ","338 VALLEY HI DR              ",78227,386846
SABOR @ FOUR POINTS BY SHERATO,"6809 N LOOP 1604 W            ",78249,12950
LA MARGARITA RESTAURANT AND BA,"120 PRODUCE ROW               ",78207,1528099
"ALAMO DEPOT SPORTS BAR        ","1157 E COMMERCE ST            ",78205,200402
"THE LOST BAR & GRILL          ","12730 NW MILITARY HWY         ",78231,243614
"HOLIDAY INN HOTEL AND SUITES  ","5535 UNIVERSITY HTS           ",78249,25100
TIFFANY'S CABARET OF SAN ANTON,"8736 WURZBACH RD              ",78240,1179337
"BITE                          ","1012 S PRESA ST               ",78210,128219
"BUFFALO WILD WINGS            ","115 SW LOOP 410               ",78245,992175
"ERNESTO'S                     ","2559 JACKSON KELLER RD        ",78230,44753
"LONGHORN STEAKHOUSE #5364     ","5706 W LOOP 1604 N            ",78251,293981
"CASA SOL MEXICAN RESTAURANT   ","9938 SAN PEDRO AVE            ",78216,18720
"SANTA'S PLACE                 ","417 SPRIGGSDALE AVE           ",78220,139842
"CLUB RIVE                     ","245 E COMMERCE ST # 250       ",78205,699750
CHIPOTLE;CHIPOTLE MEXICAN GRIL,"11745 IH 10 WEST              ",78232,15808
"OMNI LA MANSION DEL RIO HOTEL ","112 COLLEGE ST                ",78205,1711186
"THE SPEEDWAY SPORTS BAR II, IN","9055 MARBACH RD STE 112       ",78245,1210199
"FIZZ                          ","1218 W BITTERS RD             ",78216,338516
"BROOKS PUB                    ","3354 LASSES BLVD              ",78223,72389
"COYOTE UGLY SALOON            ","409 E COMMERCE ST             ",78205,2970844
"MARRIOTT RIVERCENTER          ","101 BOWIE ST                  ",78205,3064629
"BACKSTAGE AFTER HOURS LOUNGE  ","830 NW LOOP 410 STE 110       ",78216,521045
"BRIO TUSCAN GRILLE            ","15900 LA CANTERA PKWY         ",78256,483607
"HOWL AT THE MOON             ","111 W CROCKETT ST             ",78205,3145991
"SPLACH BAR                    ","905 NOGALITOS                 ",78204,189814
"BACKSTAGE LIVE SAN ANTONIO    ","1305 E HOUSTON ST BLDG 2101   ",78205,29000
"MIDTOWN COCKTAIL              ","2014 E HOUSTON ST             ",78202,240486
"CABANA BEVERAGES, INC.        ","3003 THOUSAND OAKS            ",78247,48591
"THE BEACH                     ","231 E CEVALLOS                ",78204,519686
"ALL STARS                     ","9440 IH 10 W                  ",78230,1225368
"TRUE FLAVORS CATERING         ","1715 N TRINITY ST             ",78201,300012
CHIPOTLE MEXICAN GRILL;CHIPOTL,"7322 JONES MALTSBERGER RD ST  ",78209,16429
"SIDELINERS GRILL              ","15630 HENDERSON PASS          ",78232,469995
"ST GEORGE MARONITE CENTER     ","6070 BABCOCK RD               ",78240,33593
"THE KOROVA                    ","107 E MARTIN ST               ",78205,199569
"SPURR 122 COCKTAILS           ","10620 S US HIGHWAY 181        ",78223,402631
"CABANA BEVERAGES INC          ","6826 N LOOP 1604 E # 2        ",78247,36161
"RED ROBIN                     ","17403 IH 10 WEST STE 1        ",78257,178243
"THE TRAP                      ","4711 PECAN VALLEY DR          ",78223,420981
"CHILI'S GRILL & BAR           ","255 E BASSE RD STE 1100       ",78209,523702
"SALTGRASS STEAKHOUSE          ","502 RIVER WALK ST             ",78205,1265559
"RETOX BAR                     ","1031 PATRICIA STE 105         ",78213,396021
"BAKER STREET PUB              ","4326 GARDENDALE ST            ",78240,504593
"ROCKY'S TAVERN                ","11403 OCONNOR RD              ",78233,25371
"TINK-A-TAKO                   ","5895 BABCOCK RD               ",78240,26451
"BUFFALO WILD WINGS            ","3158 SE MILITARY DR BLDG 5    ",78235,775984
"DING HOW                      ","4531 NW LOOP 410              ",78229,24148
"FUJIYA JAPANESE RESTAURANT    ","9030 WURZBACH                 ",78240,111099
"WURZBACH ICE HOUSE            ","10141 WURZBACH RD             ",78230,2120932
"CABANA BEVERAGES, INC.        ","2627 LOOP 410 NW              ",78230,122989
"VIOLA'S VENTANAS RESTAURANT   ","9660 WESTOVER HILLS BLVD      ",78251,356964
"CANDILEJAS RESTAURANT & BAR   ","725 AUSTIN ST                 ",78215,18998
"MARTINI RANCH                 ","4904 WEST AVE                 ",78213,539775
AMORCITOS MEXICAN COCINA & CAN,"2318 N LOOP 1604 W            ",78248,296791
"JOE'S CRAB SHACK              ","12485 W IH 10                 ",78230,283967
"BOTTOMS UP SPORTS BAR & GRILL ","6938 W MILITARY DR            ",78227,77695
"CHILIS GRILL & BAR            ","8502 BROADWAY ST              ",78217,463406
"AMF PONDEROSA LANES           ","2118 GOLIAD RD                ",78223,183814
"ROD DOG'S                     ","2617 WAGON WHEEL ST           ",78217,452537
"54TH STREET GRILL & BAR       ","5722 W LOOP 1604 N            ",78251,1175385
"HILTON GARDEN INN SAN ANTONIO ","12828 SAN PEDRO AVE           ",78216,5870
"CREED                         ","18730 STONE OAK PKWY STE 100  ",78258,206079
"SWIG                          ","111 W CROCKETT ST STE 205     ",78205,1160711
"CIELITO LINDO                 ","19141 STONE OAK PKWY STE 108  ",78258,385834
"PAGE BARTEAU CATERING         ","2332 N SAINT MARYS ST         ",78212,113113
"DADS                          ","2615 MOSSROCK                 ",78230,700583
"GRAND HYATT                   ","600 E MARKET ST               ",78205,3376232
"HP TEN TEXAS LLC              ","4303 HYATT PLACE DR           ",78230,28354
"FAST EDDIES                   ","9910 W LOOP 1604 N            ",78254,1456852
"MAMA MARGIE'S CULEBRA RD, LLC ","10927 W FM 471                ",78253,327298
"AIR FORCE VILLAGE I           ","4917 RAVENSWOOD DR # 1        ",78227,65478
"ON THE HALF SHELL             ","202 NAVARRO ST                ",78205,163404
"HOTEL HAVANA / OCHO           ","1015 NAVARRO ST               ",78205,746484
"ROSARIO'S TS-204              ","9710 AIRPORT BLVD             ",78216,659466
"CHIPOTLE MEXICAN GRILL        ","8227 STATE HIGHWAY 151 STE 1  ",78245,16366
"BAR-SALONA                    ","100 VILLITA ST                ",78205,153789
"PAUL'S PIZZA ROMA & PUB       ","5137 FREDERICKSBURG RD        ",78229,63624
"THE BROOKLYNIT                ","516 BROOKLYN AVE              ",78215,762426
"CHIPOTLE MEXICAN GRILL        ","1201 N LOOP 1604 W STE 120    ",78258,14909
"BABES                         ","4211 SUN GATE ST              ",78217,872562
"SALTGRASS STEAKHOUSE #12      ","16910 N US HIGHWAY 281        ",78232,680259
"DGMB ASSOCIATES INC           ","233 E HOUSTON ST              ",78205,1131333
"VFW POST 9174 CLUB            ","2410 PINN RD                  ",78227,173042
"SALSALITO CANTINA             ","11703 BANDERA RD              ",78250,132946
"FIASCO                        ","2250 THOUSAND OAKS DR STE 10  ",78232,627869
"BOB'S STEAK AND CHOP HOUSE    ","5815 RIM PASS DR              ",78257,822769
"MONTE CARLO CLUB              ","4542 W DURANGO BLVD           ",78237,22495
"ZIO'S ITALIAN KITCHEN         ","12858 W INTERSTATE 10         ",78249,163585
"RTI BEVERAGE COMPANY L L C    ","3855 N PANAM EXPY             ",78219,7052
"CARINO'S ITALIAN GRILL        ","1301 N FM 1604 WEST           ",78258,47181
"ZIO'S ITALIAN KITCHEN         ","18030 SAN PEDRO AVE STE 104   ",78232,137317
"THE ANNEX                     ","330 SAN PEDRO AVE             ",78212,640682
"RED LOBSTER 6310              ","5815 W INTERSTATE 10 # 1604   ",78201,278143
"SUSHI ZUSHI                   ","999 E BASSE RD STE 186        ",78209,302620
FAST EDDIES NEIGHBORHOOD BILLA,"7616 CULEBRA RD STE 103       ",78251,800656
"APPLEJAM BEVERAGE INC.        ","11605 W FM 1604 NORTH         ",78250,517099
"BITTER END                    ","903 E BITTERS RD STE 313      ",78216,496895
"ZUCCHA BAR & LOUNGE           ","308 N PRESA ST                ",78205,289516
"THE SOCIAL HOUSE              ","19160 STONE OAK PKWY STE 104  ",78258,778752
"RAINBOW LOUNGE                ","4970 W MILITARY DR            ",78242,106546
"WONDERLAND CONCESSIONS        ","5106 DAVID EDWARDS DR         ",78233,99303
"B P O E SAN ANTONIO #216      ","15650 MARKET HL               ",78256,23108
"THE CHEESECAKE FACTORY        ","15900 LA CANTERA PKWY STE 24  ",78256,708385
"MING TREE RESTAURANT          ","14355 BLANCO RD               ",78216,5255
"BAR LOUIE                     ","22610 US HIGHWAY 281 N        ",78258,1388009
"CABANA BEVERAGES, INC.        ","11701 BLANCO RD               ",78216,51571
"CHILI'S GRILL & BAR           ","12503 W INTERSTATE 10         ",78230,480163
"LOS BARRIOS RESTAURANT        ","4223 BLANCO RD                ",78212,404402
"BOHANANS RESTAURANT AND BAR   ","221 E HOUSTON ST              ",78205,908521
"MITCHELL'S                    ","1923 LOCKHILL SELMA RD # 106  ",78213,296869
"PERICO'S BAR & GRILL          ","10820 BANDERA RD              ",78250,766858
"CASA RIO MEXICAN FOODS        ","430 E COMMERCE ST             ",78205,1655055
"THE PARLOR                    ","8015 BANDERA RD               ",78250,169576
"AMERICAN LEGION POST 579      ","3002 GUNSMOKE ST              ",78227,143475
"EVIL OLIVE                    ","2950 THOUSAND OAKS DR STE 5   ",78247,572297
"CADILLAC CLUB                 ","7870 CULEBRA RD STE 15        ",78251,320783
"TRE TRATTORIA DOWNTOWN        ","401 S ALAMO ST                ",78205,355454
"SUSHI TIME BAR & RESTAURANT   ","4553 N LOOP 1604 W STE 1101   ",78249,701815
"I DON'T KNOW YET LOUNGE       ","1229 BABCOCK RD               ",78201,507936
"HOOTERS OF SAN ANTONIO N      ","8527 WURZBACH RD              ",78240,1072375
"BUFFALO WILD WINGS            ","5411 W LOOP 1604 N            ",78253,765910
"HOTTIES SPORTS BAR & GRILL    ","2603A VANCE JACKSON RD        ",78213,35241
MANSION DELMR RESTAURANT & BAR,"6890 NW LOOP 410              ",78238,115940
"GRAND AGAVE AND OSHI SUSHI    ","18326 TUSCANY STONE           ",78258,1037363
"54TH STREET                   ","7307 S NEW BRAUNFELS          ",78223,539428
"NIGHTROCKER                   ","605 SAN PEDRO AVE             ",78212,100716
HOOTERS-RIVERWALK OF SAN ANTON,"849 E COMMERCE ST STE 105     ",78205,945360
"EL FUERTE                     ","7011 SAN PEDRO AVE            ",78216,1365107
"BLUE BOX                      ","312 PEARL PKWY STE 2107       ",78215,1236844
"LUKE SAN ANTONIO RESTAURANT, L","125 E HOUSTON ST              ",78205,1074906
"WLS BEVERAGE COMPANY          ","12828 SAN PEDRO AVE           ",78216,10530
"EL BUCANERO                   ","16505 BLANCO RD               ",78232,743793
"R BAR                         ","5310 RITTIMAN RD              ",78218,36645
"TEXAS ROADHOUSE - SAN ANTONIO ","2893 CINEMA RDG               ",78238,773260
"APPLEJAM BEVERAGE INC.        ","1511 SW MILITARY DR           ",78221,573533
"DORCOL DISTILLING COMPANY     ","1902 S FLORES ST              ",78204,7115
"LOGAN'S ROADHOUSE             ","92 NE LOOP 410                ",78216,380885
"AMC THEATRES RIVERCENTER #9   ","849 E COMMERCE ST STE 800     ",78205,83822
"FEAST                         ","1024 S ALAMO ST               ",78210,561735
"HABANERO GRILL #1             ","13444 WEST AVE                ",78216,3183
"WETMORE SMOKEHOUSE & SALOON   ","13525 WETMORE RD              ",78247,28821
"KNUCKLE HEAD'S                ","13777 JUDSON RD STE 112       ",78233,401736
"TONIC BAR                     ","5500 BABCOCK RD STE 117       ",78240,430032
"KATZ CALICO CLUB              ","1902 WEST AVE                 ",78201,6156
"DADY G'S BAR                  ","310 ABSHIRE ST                ",78237,12870
"O'MALLEY'S                    ","8637 FREDERICKSBURG RD STE E  ",78240,394612
"MIA'S MEXICAN GRILL           ","11739 BANDERA RD              ",78250,60090
"THE PLAZA CLUB OF SAN ANTONIO ","FROST TOWER 100 W HOUSTON     ",78205,226091
"CABANA BEVERAGES, INC.        ","8030 CULEBRA ROAD             ",78251,61122
"VP TIMES, INC.                ","2831 NW LOOP 410              ",78230,577282
"FOX AND HOUND ENGLISH PUB AND ","12651 VANCE JACKSON RD STE 1  ",78230,1554629
"EL BOSQUE MEXICAN RESTAURANT  ","12656 WEST AVE                ",78216,24753
"SILVER DOLLAR SALOON          ","1812 N MAIN AVE               ",78212,433259
"TOMATILLOS CAFE Y CANTINA     ","3210 BROADWAY ST              ",78209,387097
"MEDIA LUNA BAR & LOUNGE       ","308 N PRESA ST                ",78205,289516
"STONEY'S BAR & GRILL          ","19903 STONE OAK PKWY STE 202  ",78258,49977
"WILLIE'S GRILL & ICEHOUSE     ","4051 N LOOP 1604 W            ",78257,452308
"ERNIES BAR                    ","320 BONHAM                    ",78205,151264
"BOMBAY RANCH                  ","8811 FREDERICKSBURG RD        ",78240,442834
"ANTIGUA GRILL AND BAR         ","13323 NACOGDOCHES RD # 5&6    ",78217,10087
"BROOKS PUB                    ","3354 LASSES BLVD              ",78223,356684
"MAGGIANO'S LITTLE ITALY       ","17603 W INTERSTATE 10         ",78257,1228504
"THE SAFE HOUSE DRINKERY       ","5450 BABCOCK RD STE 140       ",78240,580134
"PACIFIC MOON BAR & GRILL      ","15140 SAN PEDRO AVE           ",78232,123630
"RAFFLES RESTAURANT & BAR      ","8633 CROWNHILL BLVD           ",78209,586597
"COCO BONGOS SPORT BAR         ","502 EMBASSY OAKS STE 103      ",78216,141385
"TACO CABANA                   ","7339 SAN PEDRO                ",78216,130068
MATAMOROS RESTAURANT Y CANTINA,"12844 W IH 10                 ",78249,311836
"BUCKHORN GOLF LLC             ","4226 SE MILITARY DR           ",78222,246929
"PRESTIGE BAR & LOUNGE         ","5307 MCCULLOUGH AVE           ",78212,175370
"THE TURNING POINT             ","753 ISOM RD                   ",78216,33638
"CHILI'S GRILL & BAR           ","22402 US HIGHWAY 281 N        ",78258,236254
"PIATTI                        ","17101 LA CANTERA PKWY APT 81  ",78256,153684
"OLD SAN FRANCISCO             ","10223 SAHARA ST               ",78216,204842
"ACENAR                        ","146 E HOUSTON ST              ",78205,1662863
"SIR WINSTON'S CIGAR BAR       ","2522 NACOGDOCHES RD           ",78217,391680
"GROOVE I-10                   ","3710 E COMMERCE ST            ",78219,484
"THE ESQUIRE TAVERN             ","155 E COMMERCE ST             ",78205,1489826
"CLEAR SPRINGS RESTAURANT      ","606 W AFTON OAKS              ",78232,131945
"HOTEL INDIGO                  ","105 N ALAMO ST                ",78205,52731
NORTH STONE STREET PUB & BISTR,"1827 N LOOP 1604 E STE 103    ",78232,242554
"PLAY SPORTS & KITCHEN         ","18322 SONTERRA PL STE 103     ",78258,374271
"THE MIX                       ","2423 N SAINT MARYS ST         ",78212,625380
"P.J. CALLAGHAN'S              ","5739 CALLAGHAN RD STE 100     ",78228,157365
"PALOMA RIVER WALK             ","215 LOSOYA ST                 ",78205,373906
"RUMI LOUNGE                   ","12730 NW MILITARY HWY         ",78231,243614
FRED BROCK POST NO 828 THE AME,"3415 MARTIN LUTHER KING DR    ",78220,111814
"VP TIMES INC.                 ","2831 NW LOOP 410              ",78230,577282
"MOOSE LODGE 744               ","826 HIGHLAND BLVD             ",78210,25605
"FOUR POINTS BY SHERATON       ","8818 JONES MALTSBERGER RD     ",78216,99690
"GOODTIME CHARLIE'S            ","2922 BROADWAY ST              ",78209,177980
"JAMES B SPRAGUE MEMORIAL POST ","2222 AUSTIN HWY               ",78218,227512
"CABANA BEVERAGES, INC.        ","25103 W INTERSTATE 10         ",78257,32828
"LAS CARRETAS #2               ","3975 PERRIN CENTRAL BLVD      ",78217,40138
"APPLEJAM BEVERAGE INC         ","1305 N FM 1604 W              ",78258,352176
"GLAZE LOUNGE                  ","523 MED CT STE 105            ",78258,261688
"PRESSURE COOKER               ","8024 FREDERICKSBURG RD        ",78229,311055
"SALSALITO CANTINA             ","14535 NACOGDOCHES RD          ",78247,166315
LEGACY LODGING BEVERAGE COMPAN,"1803 E SONTERRA BLVD          ",78259,44674
"PQ BEVERAGES-THE QUARRY       ","444 E BASSE RD                ",78209,524335
"210 CEVICHE                   ","9502 W INTERSTATE 10 STE 101  ",78230,94669
"SAN ANTONIO MARRIOTT RIVERWAL ","889 E MARKET ST               ",78205,1252031
"CHACHO'S                      ","7870 CALLAGHAN RD             ",78229,1351439
"HYATT REGENCY HILL COUNTRY RES","9800 HYATT RESORT DR          ",78251,3634212
"TRA'S COUNTRY                 ","4422 WALZEM RD                ",78218,122134
"FAULKER'S PUB                 ","12066 STARCREST DR BLDG 6     ",78247,226545
PRISCILLA HOLLIDAY OF TEXAS IN,"217 NORTH SAINT MARYS         ",78205,294433
"ALOFT SAN ANTONIO AIRPORT     ","838 NW LOOP 410               ",78216,253070
LOS PATIOS HACIENDA/BRAZIER/TH,"2015 NE LOOP 410              ",78217,78223
"BOOZEHOUNDS                   ","8531 PERRIN BEITEL RD         ",78217,703709
"ESPANA BAR DE TAPAS           ","5638 HAUSMAN RD W STE 105     ",78249,1050024
"PIRANHA KILLER SUSHI          ","260 E BASSE RD STE 101        ",78209,368053
"SEAWORLD SAN ANTONIO          ","10500 SEA WORLD DR            ",78251,1660454
"PUB 9 COCKTAIL LOUNGE         ","914 BURR RD                   ",78209,39494
CROWNE PLAZA HOTEL RIVERWALK S,"111 E PECAN ST                ",78205,190142
"AMF COUNTRY LANES             ","13307 SAN PEDRO AVE           ",78216,422817
THE OLIVE GARDEN ITALIAN RESTA,"5439 N LOOP 1604 E            ",78247,336207
"J C'S NOSTALGIA               ","5516 EVERS RD                 ",78238,165654
"ALAMO CAFE                    ","14250 N US HIGHWAY 281        ",78232,691408
"DILLO                         ","214 LOSOYA ST                 ",78205,243210
"TEKA MOLINO                   ","1007 RITTIMAN RD STE 101      ",78218,26959
"STONE WERKS BIG ROCK GRILLE   ","1201 N LOOP 1604 W STE 101    ",78258,1977456
"COPA ULTRA LOUNGE             ","4429 WALZEM RD                ",78218,100765
"THE CLUB AT SONTERRA          ","901 SONTERRA BLVD             ",78258,737409
MOMAK'S BACKYARD MALTS & BURGE,"13838 JONES MALTSBERGER RD    ",78247,3068
THE LITTLE RED BARN STEAKHOUSE,"1836 S HACKBERRY              ",78210,143315
"THE WORM                      ","123 LOSOYA ST STE 7           ",78205,786310
"HILTON PALACIO DEL RIO        ","200 S ALAMO ST                ",78205,3681149
"LA FOGATA                     ","2427 VANCE JACKSON RD         ",78213,1427234
THE SPEEDWAY SPORTS BAR II INC,"9055 MARBACH RD STE 112       ",78245,1210199
"JOE'S VOLCANO                 ","6844 INGRAM RD                ",78238,1238955
"SPARKY'S PUB                  ","1416 N MAIN AVE               ",78212,2326508
"SABOR                         ","6809 N LOOP 1604 W            ",78249,8199
"HOLIDAY INN                   ","6502 OLD HWY 90 W             ",78227,38607
"CHILI'S GRILL & BAR           ","17750 SAN PEDRO AVE           ",78232,383940
"R BAR                         ","9809 FREDERICKSBURG RD STE 2  ",78240,343120
"LAS PALAPAS AT TEZEL          ","5525 TEZEL RD                 ",78250,12917
"MILANO ON WURZBACH            ","11802 WURZBACH RD             ",78230,123191
WILD ZEBRA THE GENTLEMEN'S PAR,"2525 NE LOOP 410 STE 110      ",78217,703648
"ALDINOS AT THE VINEYARD       ","1203 N W LOOP 1604 #101       ",78258,601968
AT & T CENTER	              ,"211 AT AND T CENTER PKWY      ",78219,10719726
"PAESANO'S RESTAURANT          ","555 E BASSE RD STE 100        ",78209,1334203
"MARTHA'S MEXICAN RESTAURANT, I","5822 BABCOCK RD               ",78240,110222
"EXCLUSIVE BAR & GRILL         ","166 N LOOP 1604 E             ",78232,92903
"LEON SPRINGS DANCEHALL        ","24135 W IH 10                 ",78257,162840
"RED LOBSTER #6362             ","4550 NW LOOP 410              ",78229,231323
TWO STEP RESTAURANT AND CANTIN,"9840 W LOOP 1604 N            ",78253,884956
"LIBERTY BAR                   ","1111 S ALAMO ST               ",78210,446160
OLD ENGLANDS LION & ROSE AT SO,"700 E SONTERRA BLVD STE 318   ",78258,662200
"DIXIE'S BAR                   ","502 EMBASSY OAKS              ",78216,555234
"NEMA BEVERAGE CORPORATION     ","15900 LA CANTERA PKWY BLDG 1  ",78256,170999
"SC BEVERAGE COMPANY           ","9821 COLONNADE BLVD           ",78230,782191
"THE OLIVE GARDEN #1147        ","6155 LOOP #410 NW             ",78238,448899
"ALDALO'S MEXICAN CUISINE      ","1174 E COMMERCE ST STE 2      ",78205,97485
"SCUZZI ITALIAN GRILL          ","4035 N LOOP 1604 W # 102      ",78257,352765
"MALIBU SHACK GRILL            ","5720 BANDERA RD               ",78238,373520
"BABIO'S EAT DRINK DANCE       ","527 W HILDEBRAND AVE          ",78212,69867
"MIAMI BAR                     ","602 NW LOOP 410               ",78216,743281
"CABOS BAR & GRILL             ","7711 GUILBEAU RD              ",78250,372416
"MARTINI CLUB                  ","8507 N MCCULLOUGH A-9         ",78216,389158
" ONE-O-SIX OFF BROADWAY, INC. ","106 PERSHING AVE              ",78209,383982
"GENGHIS GRILL - THE MONGOLIAN ","8603 STATE HIGHWAY 151 STE 1  ",78245,38532
"WEST MANSION NIGHT CLUB       ","6890 NW LOOP 410              ",78238,115940
RED ROBIN AMERICA'S GOURMET BU,"1750 N LOOP 1604 E STE 102    ",78232,113330
"TINK-A-TAKO # 12              ","7507 POTRANCO RD              ",78251,41847
"HOULIHAN'S                    ","938 N LOOP 1604 W             ",78232,803893
"CHACHO'S & CHALUCCI'S         ","8614 PERRIN BEITEL RD         ",78217,1900862
"THE WILD RHINO SPORTS BAR     ","1422 SW MILITARY DR           ",78221,152072
"CABANA BEVERAGES              ","19231 STONE OAK PKWY          ",78258,39036
"SILO RESTAURANT & BAR         ","1133 AUSTIN HWY               ",78209,801564
"HEAVENLY GOURMET, LLC         ","3131 NACOGDOCHES RD STE 111   ",78217,123301
MEXICAN MANHATTAN RESTAURANT I,"110 SOLEDAD ST                ",78205,369817
"BAR ATREA                     ","3635 CROOKED TRL              ",78227,18606
"JOE'S CRAB SHACK              ","212 COLLEGE ST STE 100        ",78205,678886
"PHX LOUNGE                    ","7959 BROADWAY ST STE 500      ",78209,388672
"COCO SAN ANTONIO              ","18402 US HIGHWAY 281 N STE 1  ",78259,1154393
"ZONA BAR                      ","12066 STARCREST DR STE 640    ",78247,226545
"SHENANIGANS CLUB              ","4032 VANCE JACKSON RD         ",78213,223839
"THE AQUIFER BAR               ","19178 BLANCO RD               ",78258,130980
"ZONA                          ","12066 STARCREST DR STE 640    ",78247,226545
"PRESIDENTS CLUB               ","9710 AIRPORT BLVD STE B2A048  ",78216,45115
"HARLESTON'S BAR AND GRILL     ","166 N LOOP 1604 E             ",78232,92903
"CASABAS CANTINA CONCESSIONS   ","1564 N LOOP 1604 E            ",78232,16231
"MAYA'S KINGS LOUNGE           ","111 WHITEWOOD ST              ",78242,263142
"ACADIANA CAFE                 ","1289 SW LOOP 410              ",78227,92204
"COURTYARD SAN ANTONIO         ","5815 RIM PASS DR              ",78257,81474
"RICK'S MVP                    ","2432 NOGALITOS                ",78225,285638
"MYRON'S AT ALON TOWN CENTER   ","10003 NW MILITARY HWY STE 21  ",78231,660228
"SCHOONERS                     ","1325 NE LOOP 410              ",78209,684242
"SALC, INC.                    ","10110 N US HIGHWAY 281        ",78216,285061
"SABOR/FOUR POINTS BY SHERATON ","6809 N LOOP 1604 W            ",78249,65129
"THE OLD SAN JUAN RESTAURANT & ","4429 WALZEM RD                ",78218,100765
"DAVENPORT LOUNGE              ","203 N PRESA ST                ",78205,51603
"MAMA MARGIES # 1              ","7335 S ZARZAMORA ST           ",78224,495015
